GO	description	category	ERR1811624	ERR1811625	ERR1811626	ERR1811627	ERR1811628	ERR1811629	ERR1811630	ERR1811631	ERR1811632	ERR1811633	ERR1811634	ERR1811635	ERR1811636	ERR1811637	ERR1811638	ERR1811639	ERR1811640	ERR1811641	ERR1811642	ERR1811643	ERR1811644	ERR1811645	ERR1811646	ERR1811647	ERR1811648	ERR1811649	ERR1811650	ERR1811651	ERR1811652	ERR1811653	ERR1811654	ERR1811655	ERR1811656	ERR1811657	ERR1811658	ERR1811659	ERR1811660	ERR1811661
GO:0000921	septin ring assembly	biological process	1	0	1	2	0	0	0	0	0	0	1	2	4	0	0	0	3	3	6	6	0	2	5	5	0	1	1	0	2	1	0	0	0	1	5	0	11	1
GO:0000922	spindle pole	cellular component	0	0	0	1	1	0	2	5	3	1	0	2	0	0	1	1	2	7	0	0	0	5	3	2	0	0	2	0	1	1	1	1	1	0	0	0	0	1
GO:0000930	gamma-tubulin complex	cellular component	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0000940	condensed chromosome outer kinetochore	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000959	mitochondrial RNA metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	molecular function	2	1	1	1	7	1	2	2	3	2	1	5	0	3	0	0	4	5	2	1	2	1	2	8	2	4	6	5	1	5	3	2	1	1	2	1	0	6
GO:0001000	bacterial-type RNA polymerase core enzyme binding	molecular function	2	1	5	1	3	1	1	2	0	0	15	2	3	0	4	24	64	8	2	8	2	69	162	129	14	0	8	3	7	6	3	2	2	25	1	2	69	8
GO:0001104	RNA polymerase II transcription cofactor activity	molecular function	2	0	3	3	4	1	1	2	1	3	0	2	3	0	2	1	10	2	2	1	2	4	0	0	0	3	7	2	0	0	3	0	0	0	0	0	0	0
GO:0001503	ossification	biological process	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001505	regulation of neurotransmitter levels	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0001510	RNA methylation	biological process	15	23	37	21	37	20	23	15	22	28	30	15	18	5	34	10	22	13	21	32	33	7	24	24	20	16	28	23	20	30	23	20	44	18	21	11	18	21
GO:0001514	selenocysteine incorporation	biological process	215	264	471	288	453	199	312	219	323	371	465	249	270	180	388	99	278	223	430	467	447	111	201	225	235	361	478	310	332	378	284	303	486	245	360	313	82	367
GO:0001522	pseudouridine synthesis	biological process	3021	2838	7017	3543	5331	1775	3992	2783	3892	3813	3942	3085	2966	1779	5806	1389	3684	3213	4469	5564	5268	1993	2547	3394	3073	3552	5486	4198	4654	6094	3754	2941	6956	4071	4132	4161	1578	4019
GO:0001530	lipopolysaccharide binding	molecular function	8	1	6	2	5	0	7	3	4	6	0	4	5	2	9	1	1	5	9	8	8	2	1	1	1	6	9	6	3	7	1	1	0	4	2	2	0	0
GO:0001558	regulation of cell growth	biological process	11	3	18	9	15	11	6	6	7	6	17	9	5	12	12	4	8	6	14	11	14	13	3	9	12	7	14	20	13	12	16	4	22	10	8	8	8	18
GO:0001614	purinergic nucleotide receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0001671	ATPase activator activity	molecular function	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0001678	cellular glucose homeostasis	biological process	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
GO:0001682	tRNA 5'-leader removal	biological process	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001726	ruffle	cellular component	0	2	3	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	3	2	0	1	0	2	1	3	2	0	2	0	0	1	0	0	1	0	1	0
GO:0001733	galactosylceramide sulfotransferase activity	molecular function	6	3	9	4	5	1	9	8	7	9	6	6	7	2	9	2	6	1	10	9	6	0	2	2	6	7	7	5	0	4	14	6	1	2	7	8	3	5
GO:0001822	kidney development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001848	complement binding	molecular function	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001882	nucleoside binding	molecular function	0	0	1	0	2	0	2	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0
GO:0001934	positive regulation of protein phosphorylation	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002098	tRNA wobble uridine modification	biological process	0	1	0	0	7	0	1	5	0	0	6	1	2	2	3	1	1	0	2	0	2	2	1	1	1	2	3	4	5	2	0	1	3	2	1	0	0	0
GO:0002100	tRNA wobble adenosine to inosine editing	biological process	301	324	680	398	548	166	371	325	390	434	487	321	331	186	557	160	374	307	431	636	576	241	295	391	338	378	576	352	444	419	367	336	582	459	407	426	179	396
GO:0002128	tRNA nucleoside ribose methylation	biological process	20	21	15	57	65	61	20	9	37	17	91	15	17	19	36	5	29	14	36	41	33	9	15	28	9	34	24	42	51	47	20	15	101	49	27	17	28	56
GO:0002143	tRNA wobble position uridine thiolation	biological process	86	43	93	48	65	49	107	70	75	90	73	63	65	38	113	14	24	51	122	129	135	4	6	28	63	117	113	66	102	115	99	61	80	80	85	58	6	71
GO:0002161	aminoacyl-tRNA editing activity	molecular function	4199	4620	9515	5709	8858	3003	5764	4317	5842	6425	6791	5273	5065	2939	8332	2195	5174	4595	7064	8913	7862	3053	4572	5566	4853	5817	8993	6558	7175	8212	5526	5251	10792	6673	6751	5932	2714	6613
GO:0002949	tRNA threonylcarbamoyladenosine modification	biological process	526	539	1251	760	1086	364	752	605	683	819	837	646	661	376	970	229	653	597	917	1121	956	396	493	632	557	720	998	805	924	963	708	683	1238	703	804	779	324	794
GO:0003333	amino acid transmembrane transport	biological process	549	753	1302	934	1377	438	834	712	987	1088	985	933	831	412	1028	350	1048	759	1016	1567	1112	600	854	937	711	738	1415	825	929	865	694	631	1072	740	832	750	434	858
GO:0003676	nucleic acid binding	molecular function	28731	30785	58784	36465	55018	20783	38021	29087	37249	40588	46639	32668	31851	17508	49720	17525	36016	32423	47383	54757	51176	23871	29274	37555	29808	37442	54935	38716	43030	47260	35845	31726	58419	37683	40527	36614	17883	38418
GO:0003677	DNA binding	molecular function	123559	139160	249317	161324	243294	87371	156241	130929	167946	177693	197116	145213	147968	77756	198404	75166	180750	149748	193315	236719	222208	114320	176969	189756	134378	166280	255891	155171	181830	188470	155717	144159	241715	163914	180119	161543	118372	173930
GO:0003678	DNA helicase activity	molecular function	2413	2560	4748	3100	4755	2024	3117	2291	2919	3558	4659	2750	2569	1632	4429	1449	4348	3184	4496	4682	4586	2060	3075	3828	2435	3494	4503	3316	4534	4575	3160	2642	5837	3709	3789	3094	2184	3369
GO:0003682	chromatin binding	molecular function	0	0	3	1	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0003684	damaged DNA binding	molecular function	1235	1326	3006	1826	2686	825	1671	1368	1953	1864	1990	1465	1604	884	2330	872	2195	1583	2221	2785	2452	1364	2062	2375	1527	1740	2968	1566	1968	2146	1758	1580	2303	1776	1987	1850	881	1779
GO:0003688	DNA replication origin binding	molecular function	161	216	355	272	369	110	210	187	281	257	212	217	199	98	280	82	229	238	258	374	287	131	171	222	195	222	301	210	259	243	236	185	306	241	239	209	117	251
GO:0003689	DNA clamp loader activity	molecular function	0	2	0	1	2	1	0	0	3	1	0	0	0	0	2	0	0	0	2	1	5	0	0	1	1	0	2	2	0	1	1	0	1	0	0	0	0	2
GO:0003690	double-stranded DNA binding	molecular function	9	12	11	6	8	12	6	12	5	19	23	5	22	7	14	12	13	18	35	22	15	24	8	16	10	17	17	9	18	16	11	11	23	22	18	1	50	17
GO:0003697	single-stranded DNA binding	molecular function	2556	2709	5413	3356	5028	2122	3649	2597	3285	3775	4736	3111	3192	1707	4944	1602	3538	3223	4715	5382	5242	2175	3166	4025	2926	3724	5385	4067	4874	5218	3563	2940	6280	4043	4150	3439	1762	3623
GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular function	18369	22119	47664	30121	42857	13398	25922	22299	32354	32049	31532	25098	28175	13084	33042	15522	36107	29386	31712	40890	38443	23326	35356	38404	24011	28035	46691	25177	28997	29296	25912	24918	37366	26217	30296	29416	17015	27274
GO:0003707	steroid hormone receptor activity	molecular function	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
